id,generation,sex,sire,dam
F20-K2-M-08,F20,M,F19-M2-M-10,F19-G2-F-04
F20-K2-M-09,F20,M,F19-M2-M-10,F19-G2-F-04
F20-K2-M-10,F20,M,F19-M2-M-10,F19-G2-F-04
F20-K2-M-11,F20,M,F19-M2-M-10,F19-G2-F-04
F20-L2-F-01,F20,F,F19-N2-M-08,F19-I2-F-05
F20-L2-F-02,F20,F,F19-N2-M-08,F19-I2-F-05
F20-L2-F-03,F20,F,F19-N2-M-08,F19-I2-F-05
F20-L2-F-04,F20,F,F19-N2-M-08,F19-I2-F-05
F20-L2-F-05,F20,F,F19-N2-M-08,F19-I2-F-05
F20-L2-M-06,F20,M,F19-N2-M-08,F19-I2-F-05
F20-L2-M-07,F20,M,F19-N2-M-08,F19-I2-F-05
F20-L2-M-08,F20,M,F19-N2-M-08,F19-I2-F-05
F20-M2-F-01,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-02,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-03,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-04,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-05,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-06,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-F-07,F20,F,F19-P2-M-10,F19-O2-F-02
F20-M2-M-08,F20,M,F19-P2-M-10,F19-O2-F-02
F20-M2-M-09,F20,M,F19-P2-M-10,F19-O2-F-02
F20-M2-M-10,F20,M,F19-P2-M-10,F19-O2-F-02
F20-M2-M-11,F20,M,F19-P2-M-10,F19-O2-F-02
F20-M2-M-12,F20,M,F19-P2-M-10,F19-O2-F-02
F20-M2-M-13,F20,M,F19-P2-M-10,F19-O2-F-02
F20-N2-F-01,F20,F,F19-O2-M-09,F19-J2-F-04
F20-N2-F-02,F20,F,F19-O2-M-09,F19-J2-F-04
F20-O2-F-01,F20,F,F19-G2-M-07,F19-A2-F-02
F20-O2-M-02,F20,M,F19-G2-M-07,F19-A2-F-02
F20-O2-M-03,F20,M,F19-G2-M-07,F19-A2-F-02
F20-O2-M-04,F20,M,F19-G2-M-07,F19-A2-F-02
F20-P2-F-01,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-F-02,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-F-03,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-F-04,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-F-05,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-F-06,F20,F,F19-O2-M-06,F19-E2-F-05
F20-P2-M-07,F20,M,F19-O2-M-06,F19-E2-F-05
F20-P2-M-08,F20,M,F19-O2-M-06,F19-E2-F-05
F20-P2-M-09,F20,M,F19-O2-M-06,F19-E2-F-05
